longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,phone,forwardPE,currentPrice,recommendationKey,marketCap,recommendationMean
"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in securities of U.S. publicly listed private equity companies. It defines “listed private equity companies” as Leverage Finance Providers and Buyout Firms, Sponsors, and Asset Managers (collectively, “Listed Private Equity Companies”) that are listed and traded on a U.S. national securities exchange. The fund is non-diversified.",86400,2,35.11,34.33,34.7699,34.86,35.11,34.33,34.7699,34.86,14.704002,2107,2107,4427,17900,17900,29.3,52.15,800,1000,0.0579,3298180,27.09,35.33,33.87144,30.96868,,,34.9408,USD,Miscellaneous Sector,0.059114598,,WHITEWOLF,1701302400,Exchange Traded Fund,,,BTS,ETF,LBO,LBO,EA Series Trust WHITEWOLF Publi,WHITEWOLF Publicly Listed Private Equity ETF,1701354600,America/New_York,EST,9d680a10-5a9c-3134-98af-fff939616813,finmb_1849118688,-18000000,,,,,,,
"The fund invests, under normal circumstances, at least 80% of its net assets (plus any borrowings for investment purposes) in equity securities. The fund primarily invests in equity securities of companies that are economically tied to countries outside of the United States, including investments in emerging markets. The fund generally invests in a core group of 30-50 equity securities, which consist primarily of common stocks, but may also include other types of instruments, such as warrants.",86400,2,19.51,19.8,19.49,19.49,19.51,19.8,19.49,19.49,26.587545,54,54,297,605,605,17.53,,900,1000,0.0124,7390772,16.59,20.425,19.378555,18.225119,,,19.55,USD,Foreign Large Growth,0.1236569,1.2,Janus Henderson,1631059200,Exchange Traded Fund,-0.043632,,PCX,ETF,SXUS,SXUS,Janus Henderson International S,Janus Henderson International Sustainable Equity ETF,1631107800,America/New_York,EST,b31dec7c-2732-37c2-9f85-b0747196e2c2,finmb_1673331348,-18000000,,303-336-3863,,,,,
"The fund will seek to achieve its investment objective by investing, under normal market conditions, at least 80% of its net assets in securities in income producing equity securities including securities in the aerospace and defense sectors. Aerospace companies include manufacturers, assemblers and distributors of aircraft and aircraft parts. Defense companies include producers of components and equipment for the defense industry, such as military aircraft, radar equipment and weapons.",86400,2,35.7178,36.133,35.7529,35.7529,35.7178,36.133,35.7529,35.7529,,117,117,905,1080,1080,35.73,35.8,900,800,0.0182,6958482,28.51,36.46,35.0603,33.279354,,,35.953,USD,Industrials,0.0599919,,Gabelli,1672704000,Exchange Traded Fund,,,PCX,ETF,GCAD,GCAD,Gabelli Commercial Aerospace an,Gabelli Commercial Aerospace & Defense ETF,1672842600,America/New_York,EST,0fb93c78-b18c-380d-8fad-eccfd1edcea6,finmb_1818180866,-18000000,,914 921-8371,,,,,
"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of securities meeting certain sustainability criteria, while maintaining similar overall industry group weights as the S&P SmallCap 600 Index. The fund is non-diversified.",86400,2,32.2158,31.37,31.7467,31.8201,32.2158,31.37,31.7467,31.8201,17.161518,1096,1096,1986,980,980,31.73,31.8,1400,1800,0.0165,7070606,27.697,34.58,32.5536,30.91419,,,32.29314,USD,Small Blend,0.0290566,,SPDR State Street Global Advisors,1641772800,Exchange Traded Fund,0.0606574,,PCX,ETF,ESIX,ESIX,SSGA Active Trust SPDR S&P Smal,SPDR S&P SmallCap 600 ESG ETF,1641911400,America/New_York,EST,f165c15b-a723-3b49-a453-62103aa42caf,finmb_1679719372,-18000000,,,,,,,
"Under normal market conditions, the fund will invest at least 80% of its total assets in equity securities issued by U.S. and foreign companies, including companies located in emerging markets, of any market capitalization, that are relevant to the theme of investing in the “Next Generation Connected Consumer”. The Managers consider “NextGen Consumer” companies to be those companies that in the Portfolio Managers’ view are potential beneficiaries of the growing economic power of Generation Y and Z populations.",86400,2,25.6604,25.905,26.1919,26.1919,25.6604,25.905,26.1919,26.1919,23.651472,60,60,249,130,130,19.95,32.76,1000,1000,0.0078,6813494,21.72,26.647,25.29316,23.67411,,,25.5647,USD,Consumer Cyclical,0.0181567,,Neuberger Berman,1649203200,Exchange Traded Fund,,,PCX,ETF,NBCC,NBCC,Neuberger Berman ETF Trust Neub,Neuberger Berman Next Generation Connected Consumer ETF,1649338200,America/New_York,EST,789c6ad4-db4c-3dc1-90f4-9e3e98521765,finmb_1761865419,-18000000,,,,,,,
"The fund is an actively managed exchange traded fund that seeks current income while maintaining the opportunity for exposure to the share price (i.e., the price returns) of the common stock of Tesla Inc. (“TSLA”); however the strategy limits potential investment gains related to share price appreciation. The fund seeks to employ its investment strategy as it relates to TSLA in all market, economic, or other conditions. The fund is non-diversified.",86400,2,29.78,28.92,27.7609,28.92,29.78,28.92,27.7609,28.92,,114579,114579,18949,56060,56060,28.3,31.18,1000,3200,0.1698,9364344,16.17,34.29,30.13016,24.061695,,,29.656,USD,Derivative Income,0.025164101,,Kurv Investment Management Inc.,1698278400,Exchange Traded Fund,,,BTS,ETF,TSLP,TSLP,Kurv Yield Premium Strategy Tes,Kurv Yield Premium Strategy Tesla ETF,1698413400,America/New_York,EST,ccf94100-d618-37db-9146-774e9f0bc750,finmb_1852476384,-18000000,,8605433942,,,,,
"The index universe is based on large and mid-cap companies in developed market countries included in the Solactive GBS Developed Markets Large & Mid Cap USD Index, from which the index selection party selects companies in accordance with the index selection criteria.",86400,2,36.6078,36.3,37.14,37.14,36.6078,36.3,37.14,37.14,,,,671,184,184,36.28,48.83,1000,1100,,7219140,26.58,38.15,35.58272,33.67301,,,36.2753,USD,Technology,0.2918497,,UBS AG,1679875200,Exchange Traded Fund,,,PCX,ETF,WUCT,WUCT,UBS AG ETRACS Whitney U.S. Crit,ETRACS Whitney US Critical Technologies ETN,1679923800,America/New_York,EST,a7a69834-8b6a-30ad-ad8c-792bbd4111ed,finmb_1842727065,-18000000,,+41 61 288 5050,,,,,
"The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index is designed to measure the performance of the large and mid cap segments of the Brazilian market. It covers approximately 85% of the market capitalization in Brazil. The fund is non-diversified.",86400,2,14.9999,15.4608,15.1442,15.4999,14.9999,15.4608,15.1442,15.4999,,16121,16121,10740,6650,6650,14.52,15.28,900,900,0.0326,9232061,10.49,19.72,17.0166,14.2782,,,16.2915,USD,Trading--Inverse Equity,-0.146405,-1.76,ProShares,1245110400,Exchange Traded Fund,-0.18428579,-0.2522054,PCX,ETF,BZQ,BZQ,ProShares UltraShort MSCI Brazi,ProShares UltraShort MSCI Brazil Capped,1245418200,America/New_York,EST,c9a0505d-96d7-3994-9b91-f770d2e41a26,finmb_60344004,-18000000,,,,,,,
"The index is comprised of US-listed stocks, including depository receipts, of companies that are “Travel and Vacation” companies. The fund, under normal circumstances, invests at least 80% of its net assets (plus borrowing for investment purposes) in financial instruments, such as swap agreements, securities of the index, and exchange-traded funds (""ETFs"") that track the index, that, in combination, provide 2X daily leveraged exposure to the index, consistent with the fund's investment objective. It is non-diversified.",86400,2,20.1074,19.2,19.0801,19.83,20.1074,19.2,19.0801,19.83,21.89532,3991,3991,9149,7800,7800,16.55,22.0,1000,1000,0.0092,7631218,10.65,21.43,19.5868,15.75924,,,19.28,USD,Trading--Leveraged Equity,0.0090881,2.52,Direxion Funds,1623283200,Exchange Traded Fund,0.043744303,,PCX,ETF,OOTO,OOTO,Direxion Daily Travel & Vacatio,Direxion Daily Travel & Vacation Bull 2X Shares,1623331800,America/New_York,EST,9632a87a-d63b-3bed-aac0-31d7f03aa98d,finmb_712065698,-18000000,,866-476-7523,,,,,
"The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index is designed to measure the stock performance of U.S. companies in the semiconductors sub-sector. The fund is non-diversified.",86400,2,27.86,30.07,28.645,30.8528,27.86,30.07,28.645,30.8528,,85280,85280,68257,93900,93900,29.15,28.34,1200,800,0.0767,6554876,7.42,97.0,26.7382,36.8947,,,23.2813,USD,Trading--Inverse Equity,-0.1364145,-3.51,ProShares,1170115200,Exchange Traded Fund,-0.64861834,-0.6553154,PCX,ETF,SSG,SSG,ProShares UltraShort Semiconduc,ProShares UltraShort Semiconductors,1170340200,America/New_York,EST,e8bc3cdd-23cf-3d80-aa8b-eb474a73283c,finmb_32432379,-18000000,,,,,,,
,86400,2,23.8717,23.87,23.87,23.8869,23.8717,23.87,23.87,23.8869,,2659,2659,2210,2050,2050,,,,,,,23.49,25.01,24.08104,24.270102,,,,USD,,,,,,,,,NGM,EQUITY,MYCN,MYCN,SPDR SSGA My2034 Corporate Bond,SPDR SSGA My2034 Corporate Bond ETF,1727271000,America/New_York,EST,fcd0b5e6-d745-35dc-bfa2-8aa43037d9d0,finmb_1887729203,-18000000,,,,,,,
"The fund is an actively-managed exchanged-traded fund (“ETF”) that seeks to achieve its investment objective by investing in ETFs that provide unleveraged or leveraged exposure to the S&P 500 Index, depending on trading signals from proprietary models used by the fund’s investment adviser, Miller Value Partners, LLC (the “Adviser”), to implement the fund’s investment strategy. When the adviser’s trading signals indicate that the fund should be in an unleveraged (or “leverage off”) position, the fund will invest its assets in an ETF that seeks to track the performance of the index.",86400,2,30.9924,30.67,30.2284,30.2284,30.9924,30.67,30.2284,30.2284,,9,9,254,360,360,30.22,30.34,800,800,,,23.72,33.71,31.52146,29.457975,,,25.0,USD,Trading--Leveraged Equity,,,Miller Value Funds,1702944000,Exchange Traded Fund,,,PCX,ETF,MVPL,MVPL,Advisor Managed Portfolios Mill,Advisor Managed Portfolios - Miller Value Partners Leverage Etf Fund,1709130600,America/New_York,EST,cbcf4102-a300-35aa-a9a7-2cc51c77205f,finmb_1856818018,-18000000,,,,,,,
"The fund seeks investment results that closely correspond, before fees and expenses, to the performance of the underlying index, which measures the performance of U.S. dollar-denominated, fixed rate securities with minimum term to maturity greater than twenty years. The fund will invest at least 80% of its assets in securities included in the underlying index.",86400,2,82.9599,83.95,83.5264,83.95,82.9599,83.95,83.5264,83.95,,4141,4141,3900,3720,3720,63.63,104.45,1000,800,0.053400002,7455726,80.55,96.369,84.7023,88.1258,,,82.5357,USD,Long Government,-0.0038152998,,JPMorgan,1681862400,Exchange Traded Fund,,,BTS,ETF,BBLB,BBLB,J.P. Morgan Exchange-Traded Fun,Jpmorgan Betabuilders U.S. Treasury Bond 20+ Year ETF,1683034200,America/New_York,EST,d0375f23-62cf-3173-b410-9c1f9e6f80d9,finmb_1826874432,-18000000,,(800) 480-4111,,,,,
"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by tactically allocating the fund’s assets between unaffiliated fixed income ETFs and cash equivalents. Under normal market conditions, the advisor expects to invest substantially all of its assets in underlying ETFs.",86400,2,25.26,25.17,25.16,25.22,25.26,25.17,25.16,25.22,,5460,5460,2996,3530,3530,25.21,25.22,2200,2900,,6567982,25.016,26.15,25.44604,25.564838,,,25.3,USD,Nontraditional Bond,0.0019794002,,Ocean Park ETF,1720569600,Exchange Traded Fund,,,PCX,ETF,DUKZ,DUKZ,Northern Lights Fund Trust Ocea,Ocean Park Diversified Income ETF,1720704600,America/New_York,EST,f4551cac-b29c-31b0-a418-1beb60a00142,finmb_1879271265,-18000000,,631-470-2600,,,,,
"The fund is an actively managed ETF that seeks to achieve its investment objective by utilizing an investment strategy that leverages NextGen EMP, Inc’s, the fund’s sub-adviser, proprietary algorithm to estimate which asset classes or sectors of the economy are likely to exceed the returns of the overall U.S. equity market. The fund is non-diversified.",86400,2,25.5212,25.65,25.7333,25.7333,25.5212,25.65,25.7333,25.7333,21.644697,595,595,10293,3340,3340,25.72,25.76,2200,1000,,7083100,24.81,26.09,25.494183,25.494183,,,25.9829,USD,Long-Short Equity,0.0273215,,"Empowered Funds, LLC",1733875200,Exchange Traded Fund,,,PCX,ETF,EMPB,EMPB,EA Series Trust Efficient Marke,Efficient Market Portfolio Plus ETF,1734013800,America/New_York,EST,058c55c2-03c3-3b40-8c8f-20989c873c7a,finmb_1904617808,-18000000,,,,,,,
"The fund is a fund of funds and seeks to achieve its investment objective by investing primarily in underlying funds that themselves seek investment results corresponding to their own respective underlying indexes each of which takes into account ESG characteristics. The underlying index is composed of a portfolio of underlying equity and fixed income funds with positive environmental, social, and governance characteristics intended to represent a moderate risk profile.",86400,2,27.82,27.64,27.7503,27.7629,27.82,27.64,27.7503,27.7629,22.550966,1077,1077,1884,1810,1810,27.75,41.64,800,900,0.028900001,6849517,25.89,28.504,27.81358,27.51865,,,27.86933,USD,Moderately Conservative Allocation,0.0157185,0.86,iShares,1591920000,Exchange Traded Fund,0.0223426,,BTS,ETF,EAOM,EAOM,iShares ESG Aware Moderate Allo,CAD/BTN,1592487000,America/New_York,EST,c77af639-c9d6-39fc-8b09-151175d01a96,finmb_663885177,-18000000,,1-800-474-2737,,,,,
"Under normal market conditions, the fund will invest not less than 80% of its assets in component securities of the index. The index seeks to track the performance of the common stock of U.S. exchange-listed biotechnology companies with a primary product offering (""lead drug"") that is typically in a Phase 1, Phase 2 or Phase 3 clinical trial stage of development, but prior to receiving marketing approval.",86400,2,23.0209,22.22,22.4818,22.6001,23.0209,22.22,22.4818,22.6001,,5199,5199,3018,2660,2660,21.51,23.0,800,800,0.01,8400926,21.41,31.99,24.78276,26.8701,,,22.97417,USD,Health,-0.0407094,1.02,Virtus,1418688000,Exchange Traded Fund,-0.0794897,-0.0853135,PCX,ETF,BBC,BBC,Virtus LifeSci Biotech Clinical,Virtus LifeSci Biotech Clinical Trials ETF,1418826600,America/New_York,EST,a61d0066-1142-32d5-86ab-4e7fcf6d13c6,finmb_274653436,-18000000,,(212) 593-4383,,,,,
"Under normal circumstances, the fund invests at least 80% of its assets in equity securities of mid cap companies. Many of the equity securities in the fund's portfolio are securities of companies in the financials, industrials and consumer discretionary sectors. In managing the fund, the adviser employs a fundamental data science enabled investment approach that combines research, data insights, and risk management.",86400,2,57.6876,57.11,57.11,57.11,57.6876,57.11,57.11,57.11,21.942066,79,79,148,160,160,56.38,57.21,500,500,,6682593,55.189,58.378,56.756172,56.756172,,,58.1258,USD,Mid-Cap Blend,0.045418,,JPMorgan,1722988800,Exchange Traded Fund,,,NGM,ETF,MCDS,MCDS,JPMorgan Fundamental Data Scien,JPMorgan Fundamental Data Science Mid Core ETF,1734532200,America/New_York,EST,4af3b884-8936-3051-8800-c6bec6417c86,finmb_1881716739,-18000000,,(800) 480-4111,,,,,
"Under normal circumstances, the fund seeks to invest at least 80% of its net assets plus the amount of any borrowings for investment purposes in large cap equity securities and derivatives that have similar economic characteristics to such securities. For purposes of the fund’s 80% policy, large cap equity securities are equity securities that at the time of purchase have a market capitalization within the range of companies included in the Russell 1000® Growth Index. The fund is non-diversified.",86400,2,34.8541,34.4905,34.4849,34.4905,34.8541,34.4905,34.4849,34.4905,43.66498,186,186,659,770,770,34.45,34.5,900,900,,6475141,27.15,35.93,34.52906,32.468506,,,35.72687,USD,Large Growth,0.048668798,,iShares,1717459200,Exchange Traded Fund,,,NGM,ETF,BGRO,BGRO,iShares Large Cap Growth Active,iShares Large Cap Growth Active ETF,1717594200,America/New_York,EST,d2a05e75-f993-3c42-89bb-479f21791e20,finmb_1877275081,-18000000,,,,,,,
"The fund invests in financial instruments that ProShare Advisors believes, in combination, should track the performance of the index. The index is designed to measure the performance of companies that provide services related to analytics, software, hardware, and computing infrastructure for managing and extracting information from large structured and unstructured data sets. The fund will invest at least 80% of its total assets in components of the index or in instruments with similar economic characteristics. It is non-diversified.",86400,2,46.4896,45.36,44.66,46.1558,46.4896,45.36,44.66,46.1558,42.86549,1508,1508,5171,4140,4140,41.5,50.26,3200,900,,6587075,31.58,48.81,45.36406,38.017815,,,45.5963,USD,Technology,0.0381792,1.17,ProShares,1632873600,Exchange Traded Fund,0.11401419,,PCX,ETF,DAT,DAT,ProShares Big Data Refiners ETF,ProShares Big Data Refiners ETF,1633008600,America/New_York,EST,cc2bcf28-d9ff-317f-8bf1-69f3325607bb,finmb_1675013163,-18000000,,,,,,,
"The fund invests at least 80% of its net assets in the securities of the index or in investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities, either individually or in the aggregate. The index measures the performance of a covered call strategy that holds a theoretical portfolio of the underlying stocks of the Russell 2000 Index and ""writes"" (or sells) a succession of one-month ATM covered call options on the Reference Index.",86400,2,23.0309,22.88,22.783,22.8823,23.0309,22.88,22.783,22.8823,17.71454,1667,1667,3983,8400,8400,22.75,22.88,1000,1100,0.23709999,6097686,22.08,27.77,25.17206,25.383175,,,23.18,USD,Derivative Income,0.0366735,,Global X Funds,1664841600,Exchange Traded Fund,,,PCX,ETF,RYLG,RYLG,Global X Funds Global X Russell,Global X Russell 2000 Covered Call & Growth ETF,1664976600,America/New_York,EST,7c522f75-189e-3284-ac3b-6af1c2be5d9e,finmb_1793089808,-18000000,,+1 8884938631,,,,,
"The fund, using a “passive” or indexing investment approach, seeks investment results that correspond generally to the performance, before fees and expenses, of the underlying index, which is comprised of companies that have business operations in the field of cybersecurity and that fulfill certain sustainability criteria. The fund is non-diversified.",86400,2,34.8291,34.4,34.4,34.7707,34.8291,34.4,34.4,34.7707,33.211327,584,584,379,260,260,34.07,35.2,100,100,0.015,6535636,27.66,35.42,33.66412,31.469625,,,33.818,USD,Technology,0.036607698,,Xtrackers,1689120000,Exchange Traded Fund,,,NGM,ETF,PSWD,PSWD,Xtrackers Cybersecurity Select ,Xtrackers Cybersecurity Select Equity ETF,1710336600,America/New_York,EST,be498c19-f4c6-3131-8383-075e71104a2b,finmb_1837083450,-18000000,,2122505883,,,,,
"The fund will invest, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in investments whose combined performance is tied economically to selected emerging market countries. It generally will maintain a weighted average portfolio maturity of 90 days or less with respect to the money market securities in its portfolio. The fund is non-diversified.",86400,2,17.254,17.19,17.1767,17.31,17.254,17.19,17.1767,17.31,,3201,3201,849,730,730,16.43,18.02,1000,1000,0.0539,6801907,16.91,19.89,17.6012,17.98035,,,17.452,USD,Emerging-Markets Local-Currency Bond,0.0292035,0.61,WisdomTree,1241568000,Exchange Traded Fund,0.0272733,0.0046586003,PCX,ETF,CEW,CEW,WisdomTree Emerging Currency St,WisdomTree Emerging Currency Strategy Fund,1243949400,America/New_York,EST,00f174b5-9e51-3ab5-8f6c-a5013ca69494,finmb_58900645,-18000000,,866-909-9473,,,,,
"The underlying index seeks to provide exposure to innovative companies by investing in the equities of companies that have high research and development (“R&D”) spending around the world. The fund invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the investments included in its underlying index. The fund is non-diversified.",86400,2,30.76,30.439,30.439,30.439,30.76,30.439,30.439,30.439,17.067295,5,5,108,150,150,15.25,45.31,100,100,0.0115,6650259,26.9,31.42,29.84782,29.398855,,,30.749,USD,Global Large-Stock Blend,0.0159612,,New York Life Investment Management LLC,1644278400,Exchange Traded Fund,,,NGM,ETF,WRND,WRND,NYLI Global Equity R&D Leaders ,NYLI Global Equity R&D Leaders ETF,1644330600,America/New_York,EST,5df0af99-b9c4-32d8-b2f5-a4abfa18eac8,finmb_1686804518,-18000000,,1-888-934-0777,,,,,
"The ETF seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a diversified portfolio of securities in the energy, materials, industrial, renewable energy, and utilities sectors that meet the fund’s investment criteria.",86400,2,28.11,27.0,26.8765,26.8765,28.11,27.0,26.8765,26.8765,17.310505,2,2,233,420,420,20.18,33.62,1000,1000,0.0105,6653861,24.474,30.729,27.82576,28.217045,,,27.96,USD,Equity Energy,0.0689315,,Macquarie,1701129600,Exchange Traded Fund,,,PCX,ETF,PWER,PWER,Macquarie ETF Trust Macquarie E,Macquarie Energy Transition ETF,1701441000,America/New_York,EST,6c30c592-d427-378a-b390-477c8a2b4510,finmb_1845137220,-18000000,,,,,,,
"Under normal circumstances, the fund invests at least 80% of its assets in equity securities of small cap companies. Many of the equity securities in the fund's portfolio are securities of companies in the financials, industrials and healthcare sectors. In managing the fund, the adviser employs a fundamental data science enabled investment approach that combines research, data insights, and risk management.",86400,2,56.973,56.2905,56.2779,56.2905,56.973,56.2905,56.2779,56.2905,16.705004,410,410,296,190,190,55.0,56.28,500,500,,6562753,53.947,57.725,55.81224,55.81224,,,57.6295,USD,Small Blend,0.0344784,,JPMorgan,1722988800,Exchange Traded Fund,,,NGM,ETF,SCDS,SCDS,JPMorgan Fundamental Data Scien,JPMorgan Fundamental Data Science Small Core ETF,1734532200,America/New_York,EST,bf4a28a5-76d0-3d0c-af67-99e3da5ce807,finmb_1881716637,-18000000,,(800) 480-4111,,,,,
"Under normal circumstances, the fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the underlying index. The underlying index measures the performance of an optimized allocation to the underlying funds that is intended to provide exposures to certain real assets and minimize overall volatility of investment in the underlying funds.",86400,2,30.32,30.2238,30.2238,30.2238,30.32,30.2238,30.2238,30.2238,18.153624,360,360,1144,500,500,21.46,38.61,200,200,0.037100002,7441878,29.091,32.9,30.73796,31.17713,,,30.3514,USD,Global Large-Stock Value,0.0168399,0.92,Flexshares Trust,1448236800,Exchange Traded Fund,0.0074427,0.023218902,NGM,ETF,ASET,ASET,FlexShares Real Assets Allocati,FlexShares Real Assets Allocation Index Fund,1449585000,America/New_York,EST,49a298aa-73b2-37d3-891b-045d0d7c7347,finmb_311651266,-18000000,,1-855-353-9383,,,,,
"The fund is an actively managed exchange traded fund that seeks current income while maintaining the opportunity for exposure to the share price (i.e., the price returns) of the common stock of Netflix Inc. (“NFLX”); however the strategy limits potential investment gains related to share price appreciation. The fund seeks to employ its investment strategy as it relates to NFLX in all market, economic, or other conditions. The fund is non-diversified.",86400,2,36.2364,36.15,36.055,36.4099,36.2364,36.15,36.055,36.4099,,24537,24537,7103,15260,15260,36.27,54.51,4000,3000,0.19569999,4455045,28.0,37.13,35.17446,32.309277,,,36.096,USD,Derivative Income,0.0761237,,Kurv Investment Management Inc.,1698278400,Exchange Traded Fund,,,BTS,ETF,NFLP,NFLP,Kurv Yield Premium Strategy Net,Kurv Yield Premium Strategy Netflix ETF,1698413400,America/New_York,EST,46ba4ab7-dfbc-33c6-830a-9bc947ed7b9b,finmb_1852476385,-18000000,,8605433942,,,,,
,86400,2,22.4024,21.36,22.06,22.06,22.4024,21.36,22.06,22.06,,471,471,5262,1260,1260,11.01,25.0,800,800,,6430050,15.16,27.0,23.02208,20.833824,,,22.8489,USD,Trading--Leveraged Equity,0.0684905,2.31,UBS,1612483200,Exchange Traded Fund,0.0259615,,PCX,ETF,IWML,IWML,ETRACS 2x Leveraged US Size Fac,ETRACS 2x Leveraged US Size Factor TR ETN,1612881000,America/New_York,EST,91190ebd-f6b7-3534-99e0-71f44d187a46,finmb_703882590,-18000000,,+41 61 288 5050,,,,,
"Under normal market conditions, the fund will invest at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities of fintech companies and derivatives that provide investment exposure to such securities or to one or more market risk factors associated with such securities. The fund is non-diversified.",86400,2,28.4227,27.93,27.696,28.1306,28.4227,27.93,27.696,28.1306,18.396736,1482,1482,1188,810,810,21.1,29.12,1000,1000,0.0049,5301263,22.219,28.71,27.22986,25.14227,,,27.73056,USD,Financial,0.0454863,,iShares,1660608000,Exchange Traded Fund,,,PCX,ETF,BPAY,BPAY,iShares FinTech Active ETF,iShares FinTech Active ETF,1661261400,America/New_York,EST,3aa77c91-80ae-3d15-8730-07bf952b4cc0,finmb_1786741196,-18000000,,,,,,,
"The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index is one of eleven S&P Select Sector Indices, each designed to measure the performance of a sector of the S&P 500. The fund is non-diversified.",86400,2,18.1349,17.92,17.701,18.34,18.1349,17.92,17.701,18.34,23.286133,18087,18087,32188,56310,56310,16.19,27.4,1000,1000,0.0143,6681386,15.79,20.97,18.5958,18.625,,,17.6639,USD,Trading--Leveraged Equity,-0.0216602,1.52,ProShares,1170115200,Exchange Traded Fund,-0.113395795,0.059636302,PCX,ETF,UGE,UGE,ProShares Ultra Consumer Staple,ProShares Ultra Consumer Goods,1170340200,America/New_York,EST,da0d6078-de37-33b5-a80e-b9361f2d68fd,finmb_32431306,-18000000,,,1830.0,,,,
"The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective through investing in a non-diversified portfolio of U.S. dollar-denominated, investment-grade bonds of U.S. and non-U.S. issuers either directly or indirectly via unaffiliated ETFs, and long call or long put options linked to the performance of an equity, ETF, or index. It is non-diversified.",86400,2,24.8149,24.83,24.775,24.87,24.8149,24.83,24.775,24.87,,1585,1585,1049,790,790,12.41,37.22,1000,1200,0.0438,6810300,22.47,25.15,24.90384,23.991606,,,24.9112,USD,Short-Term Bond,0.0064391,,"Build Asset Management, LLC",1644364800,Exchange Traded Fund,,,PCX,ETF,BFIX,BFIX,Build Funds Trust Build Bond In,Build Bond Innovation ETF,1644503400,America/New_York,EST,18cd36b5-290a-3a56-98ae-e59d24bdf6c7,finmb_1684932254,-18000000,,833-852-8453,,,,,
"The underlying index measures the performance of equity securities issued by U.S. and non-U.S. companies that enable the “metaverse” and virtual interactions, as determined by Morningstar or its affiliates. The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The fund is non-diversified.",86400,2,34.2817,34.4913,33.915,33.915,34.2817,34.4913,33.915,33.915,34.917362,54,54,227,130,130,33.91,33.92,900,900,0.0665,6578348,30.354,37.146,34.4743,33.27731,,,33.80271,USD,Technology,-0.0052898,,iShares,1676332800,Exchange Traded Fund,,,PCX,ETF,IVRS,IVRS,iShares Trust iShares Future Me,iShares Future Metaverse Tech And Communications ETF,1676557800,America/New_York,EST,84c0e1e1-a86d-38f8-b319-00e08ac7a235,finmb_1805048901,-18000000,,1-800-474-2737,,,,,
"The fund is an actively managed exchange-traded fund (“ETF”) that, under normal circumstances, invests at least 80% of its assets (defined as net assets plus borrowing for investment purposes) in dividend-paying common stocks. It invests primarily in large-cap and mid-cap U.S. companies.",86400,2,54.3883,54.5,54.5,54.5,54.3883,54.5,54.5,54.5,26.31039,483,483,442,980,980,40.89,68.15,900,900,,6656370,48.869,55.237,54.13936,52.687263,,,54.55,USD,Derivative Income,0.024968099,,Swan Capital Management LLC,1708905600,Exchange Traded Fund,,,BTS,ETF,SCLZ,SCLZ,Northern Lights Fund Trust III ,Swan Enhanced Dividend Income ETF,1709044200,America/New_York,EST,2ce5d48d-6cb0-33e1-92e8-80e08eb7e4ac,finmb_1859445865,-18000000,,631-470-2621,,,,,
