symbol;fund_name;asset_class;assets;maxAge;ytdReturn;fiftyTwoWeekLow;fiftyTwoWeekHigh;fiftyDayAverage;navPrice;currency;category;threeYearAverageReturn;fiveYearAverageReturn;longBusinessSummary;bid;ask;bidSize;askSize
BSMY;Invesco BulletShares 2034 Municipal Bond ETF;Fixed Income;17130000000;86400;-192;2418;25235;2464706;2432;USD;Muni Target Maturity;;;The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment-grade municipal bonds with maturities or, in some cases, “effective maturities,” in the year 2034. The fund is non-diversified.;2446;2449;100;100
CEFA;Global X S&P Catholic Values Developed ex-US ETF;Equity;17110000000;86400;399634;29219;3307;3074532;3143;USD;Foreign Large Blend;40892802;;The fund invests at least 80% of its total assets, plus borrowings for investments purposes (if any), in the securities of the underlying index and in ADRs and GDRs based on the securities in the underlying index. The underlying index is designed to provide exposure to developed market equity securities outside the U.S. while maintaining alignment with the moral and social teachings of the Catholic Church. It is non-diversified.;;;;
DTRE;First Trust Alerian Disruptive Technology Real Estate ETF;Equity;17100000000;86400;296908;3554;4506;391338;3877;USD;Global Real Estate;-583113;-246193;The fund will normally invest at least 90% of its net assets (plus any borrowings for investment purposes) in the common stocks, real estate investment trusts (“REITs”) and depository receipts that comprise the index. The index seeks to provide exposure to companies that own, operate and/or lease real estate that supports advanced wired and wireless communication, data storage and processing infrastructure, e-commerce warehouses and fulfillment centers.;3459;390;1300;800
KMID;Virtus KAR Mid-Cap ETF;Equity;17070000000;86400;407936;2385;2633;2512828;2530802;USD;Mid-Cap Blend;;;The fund advisor pursues long-term capital appreciation in the medium capitalization sector while seeking less market risk than the Russell Midcap® Index. The fund advisor invests in medium market capitalization companies believed by Kayne Anderson Rudnick Investment Management, LLC, the fund’s sub-adviser, to be undervalued relative to their future growth potential. The fund is non-diversified.;2496;375;1000;1100
BKIV;BNY Mellon Innovators ETF;Equity;17070000000;86400;647156;2883;3828;3679076;38101;USD;Mid-Cap Growth;;;To pursue its goal, the fund normally invests principally in equity securities of U.S. innovation-driven companies. The fund's sub-adviser considers innovation-driven companies to be (i) leading edge companies that, through their intellectual property, provide ground-breaking and/or innovative products and services that can be disruptive and transformative to existing business models and practices and (ii) business enterprises that are positively impacted by the transformation of their business models and practices through the use of such products or services. The fund is non-diversified.;3716;3722;700;700
XPP;ProShares Ultra FTSE China 50;Equity;17020000000;86400;44998396;1119;2881;18527;193165;USD;Trading--Leveraged Equity;-2356653;-2032296;The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The fund will obtain leveraged exposure to at least 80% of its total assets in component securities of the index or in instruments with similar economic characteristics. It is a modified capitalization weighted index that includes 50 of the largest and most liquid Chinese stocks listed on the Hong Kong Stock Exchange. The fund is non-diversified.;198;211;800;800
VABS;Virtus Newfleet ABS/MBS ETF;Fixed Income;17010000000;86400;62221005;23805;2455;242452;24267;USD;Short-Term Bond;342941;;"The fund's sub-adviser, seeks to achieve its investment objective by investing in asset-backed securities (""ABS"") and mortgage-backed securities (""MBS""), including commercial MBS and residential MBS. Under normal market conditions, the fund will invest not less than 80% of its net assets (plus the amount of any borrowings for investment purposes) in investment grade tranches of ABS and MBS, and in derivatives and other instruments that have economic characteristics similar to such investments.";2428;3038;1100;1200
PJFV;PGIM Jennison Focused Value ETF;Equity;16900000000;86400;464623;59232;7534;7242664;73458;USD;Large Value;;;The fund invests, under normal market conditions, at least 80% of its investable assets in equity and equity-related securities. The fund seeks to achieve its investment objective by investing, under normal circumstances, in companies that the advisor believes are undervalued compared to their perceived worth (“value companies”). The fund may invest in companies of any market capitalization.;730;7301;1100;800
STXI;Strive International Developed Markets ETF;Equity;16790000000;86400;47017597;2376;2782;2517692;25639;USD;Foreign Large Blend;;;The fund seeks to track the investment results of the index, which tracks mid- and large- cap companies of developed market countries, not including the U.S., which are selected and weighted according to free-float market capitalization. Under normal circumstances, substantially all, but at least 80% of the fund’s total assets will be invested in developed markets securities.;1268;2557;1800;1200
STXM;Strive Mid-Cap ETF;Equity;16770000000;86400;575888;2301;2849;2710906;27489;USD;Mid-Cap Blend;;;The index measures the performance of the mid-capitalization sector in the U.S. equity market as determined by Bloomberg. Under normal circumstances, substantially all, but at least 80%, of the fund’s total assets will be invested in mid-capitalization companies.;2698;2702;900;1800
SAMM;Strategas Macro Momentum ETF;Equity;16720000000;86400;475516;2302;2944;2814138;2843;USD;Large Blend;;;The fund is an actively-managed exchange-traded fund (“ETF”) that principally invests in common stocks of U.S. companies, real estate investment trusts (“REITs”), master limited partnerships (“MLPs”), American Depositary Receipts (“ADRs”), shares of other investment companies, including ETFs, exchange-traded products (“ETPs”) and closed-end funds, and shares of business development companies (“BDCs”).;1397;2797;1200;1400
FEDL;ETRACS 2x Leveraged IFED Invest with the Fed TR Index ETN;Equity;16710000000;86400;5956487;3725;601;52038055;544724;USD;Trading--Leveraged Equity;24662371;;;;;800;1000
QTJA;Innovator Growth Accelerated Plus ETF - January;Equity;16700000000;86400;289075;2145;25956;2516968;258676;USD;Defined Outcome;421631;;The fund will invest at least 80% of its net assets in a portfolio of FLexible EXchange® Options (“FLEX Options”) that reference the Invesco QQQ TrustSM, Series 1 (the “Underlying ETF”). The underlying ETF is a unit investment trust that seeks to track the investment results, before fees and expenses, of the NASDAQ-100 Index, which includes 100 of the largest domestic and international non-financial companies listed on the Nasdaq Stock Market based on market capitalization. It is non-diversified.;2551;2557;1100;1000
IBHK;iShares iBonds 2031 Term High Yield and Income ETF;Fixed Income;16690000000;86400;152746;24895;26979;2559084;256095;USD;Target Maturity;;;The fund seeks to meet its investment objective generally by investing in component securities of the underlying index. The index is composed of U.S. dollar denominated, taxable, fixed-rate, high yield and BBB or equivalently rated corporate bonds scheduled to mature between January 1, 2031 and December 15, 2031, inclusive. The fund is non-diversified.;1278;3832;1400;1100
DEFI;Hashdex Bitcoin ETF;Currency;16680000000;86400;1316393;51035;12586;11219068;1190574;USD;Digital Assets;;;The fund seeks to achieve its investment objective by investing in Benchmark Component Futures Contracts. Under normal market conditions, the Advisor expects that the fund’s assets will be invested in Benchmark Component Futures Contracts and in cash and cash equivalents, such as short-term Treasury bills, money market funds, and demand deposit accounts.;11501;16951;1000;1000
BRF;VanEck Brazil Small-Cap ETF;Equity;16660000000;86400;680617;1082;1705;120512;1176;USD;Latin America Stock;-560885;-1289362;The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index includes securities of Brazilian small-capitalization companies. A company is generally considered to be a Brazilian company if it is incorporated in Brazil or is incorporated outside of Brazil but has at least 50% of its revenues/related assets in Brazil.;93;123;1200;1200
COWS;Amplify Cash Flow Dividend Leaders ETF;Equity;16650000000;86400;24688799;2651;3226;3041458;30262;USD;Mid-Cap Value;;;The fund invests at least 80% of its net assets in securities that comprise the index, which will primarily include dividend paying U.S. equity securities. The index is based on a proprietary methodology developed and maintained by Kelly Indexes, LLC, an affiliate of Kelly Strategic Management, LLC, an investment sub-adviser to the fund. The fund is non-diversified.;2106;3751;200;200
QTJL;Innovator Growth Accelerated Plus ETF - July;Equity;16620000000;86400;296763;2677;3366;327295;334544;USD;Defined Outcome;89474894;;The fund invests at least 80% of its net assets in a portfolio of FLexible EXchange® Options (“FLEX Options”) that reference the Invesco QQQ TrustSM, Series 1 (the “Underlying ETF”). The Underlying ETF is a unit investment trust that seeks to track the investment results, before fees and expenses, of the NASDAQ-100 Index, which includes 100 of the largest domestic and international non-financial companies listed on the Nasdaq Stock Market based on market capitalization. It is non-diversified.;3301;4966;900;1100
SPAQ;Horizon Kinetics SPAC Active ETF;Equity;16540000000;86400;-2954;9374;10134;9966196;986556;USD;Health;;;The fund is an actively-managed exchange-traded fund that pursues its investment objective primarily by investing, under normal circumstances, in special purpose acquisition companies (“SPACs”) that, the fund’s investment sub-adviser, believes will generate net realized capital gains in excess of the income derived from bank certificates of deposit with similar maturities. The fund is non-diversified.;9188;10573;100;100
MEMS;Matthews Emerging Markets Discovery Active ETF;Equity;16520000000;86400;-311383;2225;2722;2397754;22706;USD;Diversified Emerging Mkts;;;Under normal circumstances, the Matthews Emerging Markets Discovery Active ETF seeks to achieve its investment objective by investing at least 65% of its net assets, which include borrowings for investment purposes, in the common and preferred stocks of small companies. In addition, at least 80% of the fund’s net assets, which includes borrowings for investment purposes, will be invested in the common and preferred stocks of companies located in emerging market countries, such as China and India. The fund is non-diversified.;2282;2294;100;100
IBUF;Innovator International Developed 10 Buffer ETF - Quarterly;Equity;16350000000;86400;154981995;2472;263;2574566;260887;USD;Defined Outcome;;;The fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in FLexible EXchange® Options that reference the iShares MSCI EAFE ETF. FLEX Options are exchange-traded option contracts with uniquely customizable terms. The fund is non-diversified.;1305;3915;900;1000
MEDX;Horizon Kinetics Medical ETF;Equity;16330000000;86400;27439699;257;320;2711886;26892;USD;Health;85853;32574;The fund is an actively-managed exchange-traded fund (“ETF”) that pursues its investment objective by investing, under normal circumstances, at least 80% of its net assets plus any borrowings for investment purposes in common stocks, convertible securities, warrants and other equity securities having the characteristics of common stocks of U.S. and foreign companies engaged in medical research, pharmaceutical and medical technology industries and related technology industries. The fund is non-diversified.;2722;2924;500;100
RHRX;RH Tactical Rotation ETF;Equity;16290000000;86400;49981598;1355;16652;161451;1653734;USD;Tactical Allocation;687432;58340803;The fund is an actively managed ETF, it will not seek to replicate the performance of an index. The advisor seeks to achieve the fund’s investment objective of capital appreciation by investing in ETFs that are registered under the Investment Company Act of 1940, as amended (the “1940 Act”) and not affiliated with the fund. The investments of the portfolio funds will generally be comprised of equity securities included in the S&P 500 Index and principally consisting of common stock.;1607;1625;900;1100
PCLO;Virtus Seix AAA Private Credit CLO ETF;Fixed Income;16290000000;86400;41956;24994;2513;25061174;250407;USD;Ultrashort Bond;;;The fund invests, under normal circumstances, at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in private credit collateralized loan obligations (“Private Credit CLOs”) that, at the time of acquisition, are either rated AAA by at least one nationally recognized statistical rating organization (“NRSRO”). The fund is non-diversified.;2495;276;1100;1100
BKDV;BNY Mellon Dynamic Value ETF;Equity;16280000000;86400;557464;24363;266;2550662;25995;USD;Large Value;;;"To pursue its goal, the fund normally invests substantially all of its assets in stocks. The fund normally invests at least 80% of its net assets, plus any borrowings for investment purposes, in companies considered by the fund's sub-adviser, NIMNA (sub-adviser), to be ""value"" companies. The fund invests principally in common stocks.";1286;3856;1200;1200
TYO;Direxion Daily 7-10 Year Treasury Bear 3x Shares;Fixed Income;16180000000;86400;91001;1219;1564;146146;1502;USD;Trading--Inverse Debt;2197543;93288004;The fund invests at least 80% of the fund’s net assets in financial instruments, that, in combination, provide 3X daily inverse (opposite) or short exposure to the index or to ETFs that track the index, consistent with the fund’s investment objective. The index is a market value weighted index that includes publicly issued U.S. Treasury securities that have a remaining maturity of greater than or equal to seven years and less than ten years. It is non-diversified.;812;1478;1300;1200
BLCV;iShares Large Cap Value Active ETF;Equity;16160000000;86400;440291;28929;3387;3255012;3292271;USD;Large Value;;;Under normal circumstances, the fund seeks to invest at least 80% of its net assets plus the amount of any borrowings for investment purposes in large cap value equity securities and derivatives that provide investment exposure to such securities or to one or more market risk factors associated with such securities. The fund is non-diversified.;1631;4891;800;1000
BKWO;BNY Mellon Women's Opportunities ETF;Equity;16120000000;86400;427342;3027;3626;3535946;36092;USD;Large Blend;;;"To pursue its goal, the fund normally invests principally in equity securities of U.S. companies that, in the view of the fund's sub-adviser, demonstrate attractive financial attributes and promote ""Women's Opportunities."" ""Women's Opportunities"" is defined as opportunities that enhance the professional development and advancement of women and/or the ability of women to meet their work or other personal life responsibilities and needs, such as those relating to household responsibilities, dependent/elder care responsibilities, and gender-specific healthcare. The fund is non-diversified.";354;3544;500;500
MAYU;AllianzIM U.S. Equity Buffer15 Uncapped May ETF;Equity;16100000000;86400;354532;24964;2966;289591;294131;USD;Defined Outcome;;;Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. equity securities. Specifically, the Advisor intends to invest substantially all of its assets in FLexible EXchange Options that reference the underlying ETF. The fund is non-diversified.;2891;2899;2900;1000
EFFE;Harbor Osmosis Emerging Markets Resource Efficient ETF;Equity;16080000000;86400;;1980784;20314;19958157;2001058;USD;Diversified Emerging Mkts;;;The fund seeks to achieve its investment objective through active exposures to equity securities of resource efficient large- and mid-capitalization public companies located in emerging markets. Under normal circumstances, the fund invests at least 80% of its net assets, plus borrowings for investment purposes, in resource efficient emerging markets companies.;2015;2021;1100;1100
PSCU;Invesco S&P SmallCap Utilities & Communication Services ETF;Equity;16080000000;86400;6195;4823;6723;61242;5968;USD;Utilities;-60495003;367821;The fund generally will invest at least 90% of its total assets in the securities that comprise the index. Strictly in accordance with its guidelines and mandated procedures, S&P Dow Jones Indices, LLC compiles, maintains and calculates the index, which is designed to measure the performance of securities of small-capitalization U.S. companies in the utilities and communication services sectors, as defined by the Global Industry Classification Standard. The fund is non-diversified.;5861;5914;200;200
MEDI;Harbor Health Care ETF;Equity;16040000000;86400;63576296;2466;284;2580676;2636292;USD;Health;;;The fund invests primarily in equity securities, principally common and preferred stocks of companies of any market capitalization. Under normal market conditions, the fund invests at least 80% of its net assets, plus borrowings for investment purposes, in securities of companies principally engaged in the research, development, production, or distribution of products and services related to the health care industry (“health care companies”). It is non-diversified.;2628;2634;1100;1800
PILL;Direxion Daily Pharmaceutical & Medical Bull 3X Shares;Equity;15940000000;86400;1295775;576;1062;78998;8012;USD;Trading--Leveraged Equity;-1185893;-2006971;The fund invests at least 80% of its net assets in financial instruments, that, in combination, provide 3X daily leveraged exposure to the index, consistent with the fund's investment objective. The index is a modified equal-weighted index that is designed to measure performance of the stocks comprising the S&P Total Market Index that are classified in the GICS pharmaceuticals sub-industry. The fund is non-diversified.;74;81;800;800
FSST;Fidelity Sustainable U.S. Equity ETF;Equity;15930000000;86400;33687502;2329;28492;2757358;2766091;USD;Large Blend;12313619;;The fund normally invests at least 80% of assets in equity securities of U.S. companies that Fidelity Management & Research Company LLC (FMR) believes have proven or improving sustainability practices based on an evaluation of such companies' individual environmental, social, and governance (ESG) profile. It invests in securities of domestic and foreign issuers. The fund is non-diversified.;2731;4093;1000;1000
NUDV;Nuveen ESG Dividend ETF;Equity;15870000000;86400;43147203;2508;3097;2893212;2877;USD;Large Value;80391705;;The index is comprised of high dividend paying equity securities issued by companies listed on U.S. exchanges that meet certain environmental, social, and governance (“ESG”) criteria. Under normal market conditions, the fund invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in component securities of the index.;2854;2857;800;800
WBND;Western Asset Total Return ETF;Fixed Income;15800000000;86400;79487;191;2098;197646;1961;USD;Intermediate Core-Plus Bond;-523474;-25269201;"Under normal market conditions, the fund will seek its investment objective by investing at least 80% of its assets in a portfolio comprised of fixed income securities, debt instruments, derivatives, equity securities of any type acquired in reorganizations of issuers of fixed income securities or debt instruments (""work out securities""), non-convertible preferred securities, warrants, cash and cash equivalents, foreign currencies, and exchange-traded funds (""ETFs"") that provide exposure to these investments.";1415;2526;200;200
XHYE;BondBloxx USD High Yield Bond Energy Sector ETF;Fixed Income;15760000000;86400;12864601;3844;3989;3897724;390998;USD;High Yield Bond;;;Under normal circumstances, the fund will invest at least 80% of its net assets (plus the amount of any borrowings for investment purposes) in high-yield, below-investment grade bonds denominated in U.S. dollars of issuers in the energy sector, either directly or indirectly (e.g., through derivatives). It is non-diversified.;3624;4212;1100;1300
KSEP;Innovator U.S. Small Cap Power Buffer ETF - September;Equity;15740000000;86400;21003598;2443;2674;261272;262166;USD;Defined Outcome;;;The fund invests at least 80% of its net assets (plus any borrowings for investment purposes) in FLexible EXchange® Options (“FLEX Options”) that reference the iShares Russell 2000 ETF (the “Underlying ETF”). The fund is non-diversified.;2593;2603;1400;1300
CCSB;Carbon Collective Short Duration Green Bond ETF;Fixed Income;15700000000;86400;56888;1942;2291;203146;202683;USD;Short-Term Bond;;;Under normal market conditions, the fund will invest at least 80% of its net assets, including borrowings for investment purposes, in “green” or “sustainability” bonds with an average duration of five years or less. The fund’s green and sustainability bonds will either be self-labeled by the issuer of the securities (in line with International Capital Markets Association (“ICMA”) guidelines) or will be Climate Bond Standard (“CBS”) certified bonds.;1456;260;200;200
OCTZ;TrueShares Structured Outcome (October) ETF;Equity;15670000000;86400;286707;3436;40886;4008148;403272;USD;Defined Outcome;1121906;;The fund is an actively-managed ETF that seeks to achieve its investment objective by investing substantially all of its assets in options on the S&P 500 Price Index. It will purchase call options and sell put options on the S&P 500 Price Index or an ETF that seeks to track the performance of the S&P 500 Price Index on each Initial Investment Day with an expiration on the next Roll Date.;3594;4358;1000;1000
GPTY;YieldMax AI & Tech Portfolio Option Income ETF;Equity;15670000000;86400;;4677;5043;4860243;496739;USD;Derivative Income;;;Under normal circumstances, the fund will invest at least 80% of the value of its assets, plus borrowings for investment purposes, in the equity securities of AI and Technology Companies and in options contracts on AI and Technology Companies and on AI and Technology ETFs. The fund is non-diversified.;4794;720;1800;3200
AUGZ;TrueShares Structured Outcome (August) ETF;Equity;15660000000;86400;321741;34927;41405;4011076;398044;USD;Defined Outcome;1059848;;The fund is an actively-managed ETF that seeks to achieve its investment objective by investing substantially all of its assets in options on the S&P 500 Price Index. It will purchase call options and sell put options on the S&P 500 Price Index or an ETF that seeks to track the performance of the S&P 500 Price Index on each Initial Investment Day with an expiration on the next Roll Date.;1965;5895;3100;3100
ITDG;iShares LifePath Target Date 2055 ETF;Asset Allocation;15660000000;86400;394434;2765;3331;322611;3261558;USD;Target-Date 2055;;;The fund is actively managed and allocates and reallocates its assets among a combination of underlying funds in proportions based on its own investment strategy.;1608;3293;1000;3000
JUNT;AllianzIM U.S. Large Cap Buffer10 Jun ETF;Equity;15660000000;86400;213079;28508;3304;325648;330011;USD;Defined Outcome;;;Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. large cap equity securities. Specifically, the Advisor intends to invest substantially all of its assets in FLexible EXchange Options (“FLEX Options”) that reference the underlying ETF. The fund is non-diversified.;3276;3285;4000;1000
TSPY;TappAlpha SPY Growth & Daily Income ETF;Equity;15640000000;86400;;2398;2696;2563614;;USD;;;;;245;252;2300;2300
UPW;ProShares Ultra Utilities;Equity;15630000000;86400;10029899;4569;869;763672;786482;USD;Trading--Leveraged Equity;734627;21682702;The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index is constructed and maintained by S&P Dow Jones Indices LLC. The index represents the utilities sector of the S&P 500 Index (“S&P 500”). The fund is non-diversified.;7221;785;1000;800
PST;ProShares UltraShort 7-10 Year Treasury;Fixed Income;15620000000;86400;171981;2131;2519;23996;243745;USD;Trading--Inverse Debt;1617488;74451596;The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index includes publicly-issued U.S. Treasury securities that have a remaining maturity greater than or equal to seven years and less than or equal to ten years and have $300 million or more of outstanding face value, excluding amounts held by the Federal Reserve. The fund is non-diversified.;237;241;1100;800
OVF;Overlay Shares Foreign Equity ETF;Equity;15600000000;86400;478999;2281;26655;2426722;245671;USD;Foreign Large Blend;386408;329834;"The fund is an actively-managed exchange-traded fund (""ETF"") that seeks to achieve its objective by (i) investing in one or more other ETFs that seek exposure to the performance of non-U.S. equity securities (from both developed and emerging markets) or directly in the securities held by such ETFs and (ii) selling and purchasing listed short-term put options to generate income to the fund.";1214;2446;1300;2200
UNL;United States 12 Month Natural Gas Fund LP;Commodity;15570000000;86400;942472;679;935;797;8989;USD;Commodities Focused;-1076291;289327;The Benchmark Futures Contracts are the futures contracts on natural gas as traded on the NYMEX that are the near month contract to expire, and the contracts for the following 11 months, for a total of 12 consecutive months’ contracts, except when the near month contract is within two weeks of expiration.;854;90;3000;1400
GDMN;WisdomTree Efficient Gold Plus Gold Miners Strategy Fund;Asset Allocation;15520000000;86400;1626696;19551;4099;3103154;33204;USD;Commodities Focused;1349436;;The fund invests, either directly or through a wholly-owned subsidiary, in a portfolio comprised of (i) U.S.-listed gold futures contracts and (ii) global equity securities issued by companies that derive at least 50% of their revenue from the gold mining business. The fund will invest in a representative basket of global equity securities issued by Gold Miners generally weighted by market capitalization. The fund may invest in U.S. Treasury securities and other liquid short-term investments as collateral for its U.S.-listed gold futures contracts. The fund is non-diversified.;3484;3505;800;1000
MOTG;VanEck Morningstar Global Wide Moat ETF;Equity;15480000000;86400;360039;3433;4066;38092;3802;USD;Global Large-Stock Blend;476057;76735504;"The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index is comprised of securities issued by companies that Morningstar, Inc. determines to have sustainable competitive advantages based on a proprietary methodology that considers quantitative and qualitative factors (""wide moat companies"").";3706;3872;1000;1000
QULL;ETRACS 2x Leveraged MSCI US Quality Factor TR ETN;Equity;15480000000;86400;-14478399;2982;53038;5032624;51223;USD;Trading--Leveraged Equity;1676218;;;5022;505;1000;1000
JNEU;AllianzIM U.S. Equity Buffer15 Uncapped June ETF;Equity;15400000000;86400;31107198;24777;28195;2771336;281133;USD;Defined Outcome;;;Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. equity securities. Specifically, the Advisor intends to invest substantially all of its assets in FLexible EXchange Options that reference the underlying ETF. The fund is non-diversified.;2767;2774;1300;800
PSFO;Pacer Swan SOS Flex (October) ETF;Equity;15390000000;86400;25573399;26328;29424;2899986;29372;USD;Defined Outcome;1216073;;The fund is an actively managed ETF that, under normal market conditions, invests substantially all of its assets in FLexible EXchange® Options that reference the market price of the SPDR® S&P 500® ETF Trust. The fund is non-diversified.;146;438;1000;1400
QRFT;QRAFT AI-Enhanced U.S. Large Cap ETF;Equity;15370000000;86400;352298;4546;56297;5434674;5494;USD;Large Blend;106334895;14990209;The fund is an actively-managed ETF that seeks to achieve its investment objective by utilizing an investment strategy enhanced by the use of artificial intelligence. The fund invests at least 80% of its net assets, plus the amounts of any borrowings for investment purposes, in securities of U.S.-listed large capitalization companies. In pursuing its investment objective, the Adviser consults a database generated by Qraft's AI Quantitative Investment System, which automatically evaluates and filters data according to parameters supporting a particular investment thesis.;5545;5551;2200;2200
TBX;ProShares Short 7-10 Year Treasury;Fixed Income;15240000000;86400;36095;2801;3052;293734;292286;USD;Trading--Inverse Debt;957567;455576;The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index includes publicly-issued U.S. Treasury securities that have a remaining maturity greater than or equal to seven years and less than or equal to ten years and have $300 million or more of outstanding face value, excluding amounts held by the Federal Reserve. The fund is non-diversified.;2836;2939;800;800
RIOX;Defiance Daily Target 2X Long RIOT ETF;Equity;15230000000;86400;;1853;360;26753422;292355;USD;Trading--Leveraged Equity;;;The fund is an actively managed exchange traded fund (“ETF”) that attempts to achieve two times (200%) the daily percentage change in the share price of the underlying security by employing derivatives, namely swap agreements and/or listed options contracts. The fund is non-diversified.;2012;2495;4000;900
SCIO;First Trust Structured Credit Income Opportunities ETF;Fixed Income;15230000000;86400;50932;19895;20685;202247;2022;USD;Multisector Bond;;;Under normal market conditions, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in structured credit investments. Structured credit investments are created through a securitization process, in which financial assets such as loans and mortgages are packaged into interest-bearing securities backed by those assets and issued to investors. The fund is non-diversified.;2021;2027;1000;1400
CAAA;First Trust Commercial Mortgage Opportunities ETF;Fixed Income;15180000000;86400;37094;1987;20849;2022258;2015;USD;Intermediate Core-Plus Bond;;;Under normal market conditions, the fund seeks to invest 100% of its Investment Portfolio in investment grade securities. Investment grade securities are those securities that are, at the time of purchase, rated as investment grade by at least one nationally recognized statistical rating organization (“NRSRO”) rating such securities, or if unrated, debt securities determined by the fund’s investment advisor to be of comparable quality. The fund is non-diversified.;202;2027;1100;1000
FEAT;YieldMax Dorsey Wright Featured 5 Income ETF;Equity;15180000000;86400;;4416;5021;4697053;;USD;;;;;4659;4776;100;100
IWFL;ETRACS 2x Leveraged US Growth Factor TR ETN;Equity;15080000000;86400;669053;31679;5385;4941236;515391;USD;Trading--Leveraged Equity;2215994;;;4891;7345;1000;1100
IBII;iShares iBonds Oct 2032 Term TIPS ETF;Fixed Income;15080000000;86400;80346;24683;26295;2510998;2500281;USD;Target Maturity;;;The index consists of inflation-protected public obligations of the US Treasury, commonly known as “TIPS,” that are scheduled to mature between January 1, 2032 and October 15, 2032, inclusive. The fund will invest at least 80% of its assets in the component securities of the underlying index.;1263;3787;1200;800
GREI;Goldman Sachs Future Real Estate and Infrastructure Equity ETF;Equity;15020000000;86400;-252808;3066;380451;3451999;3282;USD;Miscellaneous Sector;-427772;;The fund invests, under normal circumstances, at least 80% of its net assets plus any borrowings for investment purposes in equity investments in U.S. and non-U.S. real estate and infrastructure companies. The adviser generally intends to invest in real estate and infrastructure companies that the adviser believes are aligned with key themes associated with secular growth drivers for real estate and infrastructure assets, which include, but are not limited to, tech innovation, environmental sustainability, new age consumer, and future of health care. The fund is non-diversified.;;;1400;1800
PBDE;PGIM US Large-Cap Buffer 20 ETF - December;Equity;15000000000;86400;18228801;249831;2686;26557007;26819;USD;Defined Outcome;;;Under normal market conditions, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in investments that provide exposure to equity securities issued by large-capitalization U.S. companies. It will invest substantially all of its assets in customized equity or index option contracts known as FLexible EXchange® Options on the SPDR® S&P 500® ETF Trust. The fund is non-diversified.;1334;267;1000;1100
LALT;First Trust Multi-Strategy Alternative ETF;Alternatives;14980000000;86400;188332;20055;2298;2123794;2139;USD;Global Allocation;;;The fund is an actively managed exchange-traded fund (“ETF”) that seeks to achieve its investment objective by allocating its assets amongst a variety of alternative asset categories and strategies in an effort to provide lower correlation and diversifying risk exposures compared to traditional equity and fixed income benchmarks (e.g., the S&P 500® Index or Bloomberg Aggregate Bond Index) over various market cycles. The fund is non-diversified.;2137;2143;800;800
OILD;MicroSectors Oil & Gas Exp. & Prod. - 3x Inverse Leveraged ETN;Equity;14980000000;86400;-17842661;1219;2147;1551194;143586;USD;Trading--Inverse Equity;-56746;;;1522;1605;1100;800
BETH;ProShares Bitcoin & Ether Market Cap Weight ETF;Currency;14960000000;86400;9980369;510;10133;9100728;940048;USD;Digital Assets;;;The fund seeks to achieve its investment objective primarily through managed exposure to bitcoin and ether futures contracts. Under normal circumstances, the fund will invest at least 80% of its total assets in instruments that provide exposure to bitcoin or ether or in instruments with similar economic characteristics. It is non-diversified.;6428;1067;1100;800
WTRE;WisdomTree New Economy Real Estate Fund;Equity;14930000000;86400;228058;1644;2015;177868;17717;USD;Global Real Estate;-77635996;-78299396;Under normal circumstances, at least 80% of the fund's total assets will be invested in constituent securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such constituent securities. The index selects constituents from a parent universe of global equity securities, including ADRs, of listed real estate investment trusts (“REITs”) and companies identified as being significantly real estate related. The fund is non-diversified.;1725;1787;1200;1100
ECLN;First Trust EIP Carbon Impact ETF;Equity;14930000000;86400;453758;2274;31178;2971912;3019;USD;Utilities;111934096;871938;Under normal market conditions, the fund will invest at least 80% of its net assets (including investment borrowings) in the equity securities of companies identified by the fund's investment sub-advisor as having or seeking to have a positive carbon impact. Its investments will be concentrated in the industries constituting the energy infrastructure sector. The fund is non-diversified.;2693;3263;900;800
GOLY;Strategy Shares Gold Enhanced Yield ETF;Asset Allocation;14810000000;86400;;1927;26555;246604;;USD;;;;;255;3886;1100;1300
